Feature	Importance
AL_gem	0.4654407420516831
Let_per_wrd	0.08202991642532628
Props_dz_tot	0.052050145567950845
Let_per_wrd_corr	0.04450283225745435
Let_per_wrd_nw_corr	0.03591583653854904
Let_per_wrd_zn	0.02164806112224654
Wrd_per_let_zn	0.02136066053341509
Zin_per_wrd	0.01619516863348958
Bijzin_conj	0.015917225421635182
Wrd_per_let	0.015504336709891466
Vg_d	0.013860070757102641
Wrd_per_morf_zn	0.013579039389971051
AL_max	0.01353636374719821
TTR_inhwrd_zonder_abw	0.009607543735208925
Pv_Alpino_per_zin	0.009596608114270535
Ov_bijv_bep_d	0.008943496640533712
Hzin_conj	0.007831753661473517
Pers_ref_d	0.006302590152900209
Lem_over_buf_dz	0.00610957344938894
Lem_over_buf_d	0.005236599662649758
Tijd_MTLD	0.005079657787174283
Interp_d	0.005036122435448115
Lem_freq_log_zonder_abw	0.004211418821068749
Freq1000_nsam_nw	0.004204672385737355
Conc_nw_strikt_p	0.0041002819839195265
Ww_tt_dz	0.004048341882314458
Conc_nw_strikt_d	0.0039255581020805445
Pv_Frog_d	0.0035415654286880755
Ov_bijv_bep_dz	0.0035188639207508125
Freq10000_inhwrd_zonder_abw	0.003377303023971843
Compl_bijzin_per_zin	0.0033691742413236377
Bijw_bep_dz_zbijzin	0.00299930721624895
Nom_d	0.002814801189976574
Wrd_per_nwg	0.0027962130797985064
Wrd_freq_log_zonder_abw	0.002515836514977068
Freq2000	0.0024821758549694642
Bijw_d	0.0024653104498465928
Conn_reeks_wg_dz	0.0024159398222669284
MTLD_inhwrd_zonder_abw	0.002196186024236383
Gedekte_nw_p	0.0020378958164383922
Gebr_vw_nw_d	0.0020354190710905984
Bijw_bijzin_per_zin	0.00200546010771098
MTLD_inhwrd	0.001976498085969685
Tijd_nw_p	0.0019531211629448659
Conc_bvnw_ruim_d	0.0019145831547403233
Extra_KConj_dz	0.001884676570227912
D_level	0.0016506837177337798
Samenst_p	0.0016038129931284846
Inhwrd_d	0.0014905716690194386
Vnw_ref_dz	0.0014731033777953951
Conn_caus_d	0.001437958993117907
Alg_bijw_d	0.0014364960791282304
Arg_over_vzin_dz	0.0013779251047955079
Inhwrd_dz_zonder_abw	0.0012752979586952682
Bijw_bep_d	0.0012306920065413582
Dzin_per_wrd	0.0012135849827783084
Bijw_bep_alg_d	0.0011581732152636096
Conn_reeks_wg_d	0.0010890458132763038
Conc_ww_d	0.0010772604650428415
Subj_bvnw_d	0.0010401279189899996
Alg_positief_bvnw_d	0.0010129747747491388
Undefined_ATP_ww_p	0.0009111178795770548
Concr_ov_nw_p	0.0008943850462427365
Wrd_freq_log_ong_nw	0.0008584448847228485
Bvnw_d	0.0008301445781925951
