Feature	Importance
Props_dz_tot	0.172926785360491
AL_gem	0.1523814435884572
Wrd_per_let	0.06828667101534724
Wrd_per_let_zn	0.06082413477774459
Let_per_wrd_corr	0.05120805954269007
Let_per_wrd	0.049068481736066864
Wrd_per_dz	0.039466209334854646
Let_per_wrd_zn	0.03434985599150577
Dzin_per_wrd	0.031406805748273696
Bijv_bep_dz	0.026973237418266054
AL_max	0.019667467780989868
Let_per_wrd_nw	0.01716548677139687
Pv_Frog_d	0.01661980477364803
Wrd_per_zin	0.015499253899738752
AL_sub_ww	0.015138997786393063
Wrd_per_nwg	0.010922181708833932
Vg_d	0.007776418749818783
Let_per_wrd_nw_corr	0.007747889358222415
Zin_per_wrd	0.007079492631611229
Wrd_per_morf_zn	0.006817990429904166
Inhwrd_dz_zonder_abw	0.006749220547759481
Hzin_conj	0.005108163992696766
Lem_freq_log_zonder_abw	0.0049831147343904515
Pv_Frog_per_zin	0.004773989569658713
Interp_d	0.004716343143411767
Bijw_d	0.004510236863334792
Bijv_bep_d	0.004452780223521598
Fin_bijzin_per_zin	0.004424324148472774
Let_per_wrd_nsam	0.004004091505356216
TTR_lem	0.003941185647072114
Morf_per_wrd_zn	0.0038225068397990418
LiNT_score2	0.0034099584253668635
Bijzin_conj	0.0033710695728267448
MTLD_inhwrd_zonder_abw	0.003271274471096595
Conc_nw_strikt_p	0.003043809548618544
Pv_Alpino_per_zin	0.002995642981504455
Conc_ww_p	0.002814168910352741
TTR_inhwrd_zonder_abw	0.002580294764918374
Ww_tt_p	0.0023656531868484383
Tijd_MTLD	0.002297067113656953
Freq20000_inhwrd	0.0022927604757165152
Wrd_per_morf	0.002227228655177352
Morf_per_wrd	0.002024946782610962
MTLD_inhwrd	0.0020057583888434534
TTR_inhwrd	0.001981368892977331
Ww_tt_dz	0.0019431935300645176
Actieww_p	0.001913149561100515
Pers_ref_d	0.0018952213582027156
Wrd_prev_z	0.0018848582269675917
Lem_freq_zn_log_zonder_abw	0.0017506262649231736
Bvnw_d	0.0016823472190700473
Vnw_ref_d	0.0016436581636853618
Gedekte_nw_p	0.0015668754148488735
Conc_tot_d	0.0015486818816384399
Tw_d	0.001459622181715654
Plaats_nw_d	0.0014539705878264888
Conn_reeks_wg_d	0.0014401446196512168
Nw_d	0.0014363765067551132
Abstr_ww_p	0.0013687465551125856
Nom_d	0.0013291843968118839
Subj_bvnw_d	0.001305183563809899
Int_ww_d	0.001271057459747725
Undefined_ATP_ww_p	0.0012542052993269556
Spec_positief_bvnw_d	0.0012060461099669155
Gebr_vw_nw_p	0.0011976779875605597
Undefined_ww_p	0.001175732427829751
Attr_bijv_nw_dz	0.0011207602044208834
Conc_nw_ruim_d	0.0011137094004316749
MTLD_lem	0.0010917504360023792
Tijd_bvnw_d	0.001079493563958172
Alg_bijw_d	0.001071870210728221
Infin_vrij_d	0.0010697691818013948
Bijw_bep_dz	0.0010464539993702544
Toestww_d	0.001012556999513749
Compl_bijzin_per_zin	0.001001613573809356
Bijzin_per_zin	0.0009764272481605877
D_level	0.0009665209010621463
Bijw_bep_alg_d	0.0009281461808409832
Conn_d	0.0009262267303521331
